a,b,c
0.196,0.804,0.0
0.103,0.897,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.239,0.761,0.0
0.0,1.0,0.0
0.137,0.771,0.093
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.949,0.051
0.056,0.816,0.128
0.04,0.96,0.0
0.0,1.0,0.0
0.137,0.771,0.093
0.137,0.771,0.093
0.0,1.0,0.0
0.135,0.865,0.0
0.0,1.0,0.0
0.175,0.724,0.101
0.086,0.914,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.189,0.811,0.0
0.0,0.749,0.251
0.0,1.0,0.0
0.132,0.868,0.0
0.281,0.719,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.344,0.656,0.0
0.206,0.794,0.0
0.206,0.794,0.0
0.206,0.794,0.0
0.206,0.794,0.0
0.344,0.656,0.0
0.344,0.656,0.0
0.344,0.656,0.0
0.344,0.656,0.0
0.143,0.802,0.055
0.143,0.802,0.055
0.143,0.802,0.055
0.143,0.802,0.055
0.301,0.699,0.0
0.301,0.699,0.0
0.301,0.699,0.0
0.301,0.699,0.0
0.122,0.878,0.0
0.122,0.878,0.0
0.122,0.878,0.0
0.122,0.878,0.0
0.244,0.756,0.0
0.244,0.756,0.0
0.244,0.756,0.0
0.244,0.756,0.0
0.119,0.881,0.0
0.119,0.881,0.0
0.119,0.881,0.0
0.137,0.863,0.0
0.137,0.863,0.0
0.281,0.719,0.0
0.206,0.794,0.0
0.206,0.794,0.0
0.206,0.794,0.0
0.206,0.794,0.0
0.115,0.885,0.0
0.344,0.656,0.0
0.344,0.656,0.0
0.344,0.656,0.0
0.344,0.656,0.0
0.143,0.802,0.055
0.143,0.802,0.055
0.143,0.802,0.055
0.143,0.802,0.055
0.0,0.8,0.2
0.0,0.852,0.148
0.301,0.699,0.0
0.301,0.699,0.0
0.301,0.699,0.0
0.301,0.699,0.0
0.122,0.878,0.0
0.122,0.878,0.0
0.122,0.878,0.0
0.122,0.878,0.0
0.109,0.702,0.189
0.0,1.0,0.0
0.0,1.0,0.0
0.244,0.756,0.0
0.244,0.756,0.0
0.244,0.756,0.0
0.244,0.756,0.0
0.119,0.881,0.0
0.119,0.881,0.0
0.119,0.881,0.0
0.119,0.881,0.0
0.123,0.778,0.099
0.0,0.885,0.115
0.0,1.0,0.0
0.0,0.833,0.167
0.0,0.833,0.167
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.083,0.89,0.028
0.115,0.885,0.0
0.0,1.0,0.0
0.108,0.573,0.318
0.202,0.798,0.0
0.115,0.885,0.0
0.0,1.0,0.0
0.1,0.9,0.0
0.115,0.885,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.094,0.843,0.063
0.0,1.0,0.0
0.077,0.923,0.0
0.0,0.409,0.591
0.0,0.852,0.148
0.0,0.899,0.101
0.0,0.409,0.591
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.409,0.591
0.0,0.852,0.148
0.0,0.409,0.591
0.0,0.409,0.591
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.409,0.591
0.0,0.409,0.591
0.0,1.0,0.0
0.0,0.409,0.591
0.0,0.409,0.591
0.0,1.0,0.0
0.0,0.409,0.591
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.409,0.591
0.0,0.409,0.591
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.883,0.117
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.887,0.113
0.087,0.913,0.0
0.333,0.667,0.0
0.242,0.626,0.132
0.0,1.0,0.0
0.0,0.909,0.091
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.915,0.085
0.053,0.947,0.0
0.0,1.0,0.0
0.306,0.694,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.763,0.237
0.302,0.61,0.088
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.833,0.167
0.0,1.0,0.0
0.0,1.0,0.0
0.106,0.894,0.0
0.185,0.791,0.024
0.0,0.776,0.224
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.971,0.029
0.0,0.852,0.148
0.0,0.971,0.029
0.0,0.971,0.029
0.0,0.971,0.029
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.971,0.029
0.0,0.971,0.029
0.137,0.611,0.253
0.214,0.714,0.071
0.162,0.765,0.073
0.162,0.765,0.073
0.0,0.852,0.148
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.971,0.029
0.0,1.0,0.0
0.091,0.909,0.0
0.206,0.794,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.887,0.113
0.083,0.773,0.144
0.0,0.862,0.138
0.0,0.971,0.029
0.0,0.971,0.029
0.0,0.971,0.029
0.224,0.776,0.0
0.0,0.971,0.029
0.0,0.971,0.029
0.0,0.971,0.029
0.0,0.971,0.029
0.118,0.837,0.045
0.083,0.773,0.144
0.0,0.971,0.029
0.0,0.971,0.029
0.0,0.971,0.029
0.083,0.773,0.144
0.142,0.731,0.127
0.142,0.731,0.127
0.146,0.724,0.13
0.227,0.695,0.079
0.094,0.843,0.063
0.112,0.75,0.139
0.146,0.724,0.13
0.142,0.731,0.127
0.142,0.731,0.127
0.085,0.767,0.148
0.085,0.767,0.148
0.085,0.767,0.148
0.083,0.773,0.144
0.083,0.773,0.144
0.0,0.862,0.138
0.098,0.856,0.047
0.126,0.724,0.149
0.111,0.79,0.1
0.208,0.747,0.044
0.098,0.856,0.047
0.118,0.837,0.045
0.111,0.79,0.1
0.098,0.856,0.047
0.111,0.79,0.1
0.118,0.837,0.045
0.118,0.837,0.045
0.118,0.837,0.045
0.118,0.837,0.045
0.0,0.971,0.029
0.0,0.971,0.029
0.098,0.856,0.047
0.083,0.773,0.144
0.083,0.773,0.144
0.0,0.971,0.029
0.0,0.971,0.029
0.094,0.843,0.063
0.083,0.773,0.144
0.085,0.767,0.148
0.142,0.731,0.127
0.142,0.731,0.127
0.146,0.724,0.13
0.146,0.724,0.13
0.142,0.731,0.127
0.142,0.731,0.127
0.085,0.767,0.148
0.085,0.767,0.148
0.085,0.767,0.148
0.083,0.773,0.144
0.083,0.773,0.144
0.085,0.767,0.148
0.142,0.731,0.127
0.142,0.731,0.127
0.146,0.724,0.13
0.146,0.724,0.13
0.142,0.731,0.127
0.142,0.731,0.127
0.085,0.767,0.148
0.085,0.767,0.148
0.085,0.767,0.148
0.083,0.773,0.144
0.083,0.773,0.144
0.085,0.767,0.148
0.227,0.695,0.079
0.085,0.767,0.148
0.0,0.971,0.029
0.085,0.767,0.148
0.085,0.767,0.148
0.083,0.773,0.144
0.146,0.724,0.13
0.142,0.731,0.127
0.142,0.731,0.127
0.085,0.767,0.148
0.085,0.767,0.148
0.085,0.767,0.148
0.083,0.773,0.144
0.083,0.773,0.144
0.083,0.773,0.144
0.083,0.773,0.144
0.083,0.773,0.144
0.0,0.971,0.029
0.0,0.971,0.029
0.0,0.971,0.029
0.142,0.731,0.127
0.142,0.731,0.127
0.085,0.767,0.148
0.085,0.767,0.148
0.085,0.767,0.148
0.083,0.773,0.144
0.083,0.773,0.144
0.085,0.767,0.148
0.0,0.971,0.029
0.0,0.915,0.085
0.0,0.971,0.029
0.0,0.971,0.029
0.0,0.971,0.029
0.0,0.971,0.029
0.085,0.767,0.148
0.083,0.773,0.144
0.083,0.773,0.144
0.257,0.743,0.0
0.0,1.0,0.0
0.04,0.886,0.074
0.268,0.732,0.0
0.098,0.856,0.047
0.0,1.0,0.0
0.114,0.886,0.0
0.09,0.811,0.099
0.0,1.0,0.0
0.0,0.883,0.117
0.098,0.856,0.047
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.063,0.882,0.055
0.17,0.706,0.124
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.883,0.117
0.0,1.0,0.0
0.0,0.871,0.129
0.098,0.856,0.047
0.098,0.856,0.047
0.0,1.0,0.0
0.098,0.856,0.047
0.098,0.856,0.047
0.098,0.856,0.047
0.0,0.941,0.059
0.13,0.87,0.0
0.063,0.882,0.055
0.0,1.0,0.0
0.145,0.855,0.0
0.0,1.0,0.0
0.063,0.882,0.055
0.11,0.788,0.102
0.064,0.881,0.055
0.0,0.786,0.214
0.0,0.955,0.045
0.0,0.955,0.045
0.0,0.955,0.045
0.094,0.843,0.063
0.0,1.0,0.0
0.094,0.843,0.063
0.118,0.837,0.045
0.094,0.843,0.063
0.094,0.843,0.063
0.126,0.874,0.0
0.08,0.875,0.045
0.098,0.856,0.047
0.14,0.86,0.0
0.151,0.849,0.0
0.0,0.852,0.148
0.0,1.0,0.0
0.094,0.843,0.063
0.0,0.852,0.148
0.141,0.816,0.043
0.0,1.0,0.0
0.063,0.882,0.055
0.063,0.882,0.055
0.094,0.843,0.063
0.0,0.971,0.029
0.094,0.843,0.063
0.094,0.843,0.063
0.094,0.843,0.063
0.094,0.843,0.063
0.122,0.878,0.0
0.263,0.737,0.0
0.0,0.971,0.029
0.109,0.702,0.189
0.094,0.843,0.063
0.0,0.971,0.029
0.118,0.837,0.045
0.118,0.837,0.045
0.118,0.837,0.045
0.115,0.885,0.0
0.211,0.789,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.098,0.856,0.047
0.118,0.837,0.045
0.126,0.724,0.149
0.098,0.856,0.047
0.0,1.0,0.0
0.118,0.837,0.045
0.118,0.837,0.045
0.126,0.724,0.149
0.118,0.837,0.045
0.118,0.837,0.045
0.118,0.837,0.045
0.098,0.856,0.047
0.126,0.724,0.149
0.118,0.837,0.045
0.118,0.837,0.045
0.126,0.724,0.149
0.111,0.79,0.1
0.208,0.747,0.044
0.118,0.837,0.045
0.118,0.837,0.045
0.118,0.837,0.045
0.118,0.837,0.045
0.098,0.856,0.047
0.118,0.837,0.045
0.118,0.837,0.045
0.126,0.724,0.149
0.098,0.856,0.047
0.098,0.856,0.047
0.073,0.927,0.0
0.181,0.731,0.088
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.872,0.128
0.0,0.971,0.029
0.094,0.843,0.063
0.0,0.971,0.029
0.094,0.843,0.063
0.0,0.872,0.128
0.0,1.0,0.0
0.094,0.843,0.063
0.094,0.843,0.063
0.094,0.843,0.063
0.098,0.856,0.047
0.126,0.724,0.149
0.111,0.79,0.1
0.208,0.747,0.044
0.111,0.889,0.0
0.118,0.837,0.045
0.118,0.837,0.045
0.094,0.843,0.063
0.094,0.843,0.063
0.0,1.0,0.0
0.094,0.843,0.063
0.094,0.843,0.063
0.094,0.843,0.063
0.094,0.843,0.063
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.229,0.771,0.0
0.229,0.771,0.0
0.229,0.771,0.0
0.229,0.771,0.0
0.248,0.644,0.109
0.248,0.644,0.109
0.248,0.644,0.109
0.248,0.644,0.109
0.214,0.724,0.062
0.0,0.915,0.085
0.214,0.724,0.062
0.22,0.716,0.063
0.22,0.716,0.063
0.214,0.724,0.062
0.214,0.724,0.062
0.214,0.724,0.062
0.214,0.724,0.062
0.263,0.737,0.0
0.22,0.716,0.063
0.22,0.716,0.063
0.22,0.716,0.063
0.22,0.716,0.063
0.22,0.716,0.063
0.22,0.716,0.063
0.22,0.716,0.063
0.22,0.716,0.063
0.0,0.915,0.085
0.0,0.852,0.148
0.12,0.741,0.139
0.12,0.741,0.139
0.0,1.0,0.0
0.17,0.83,0.0
0.263,0.737,0.0
0.115,0.885,0.0
0.228,0.772,0.0
0.115,0.885,0.0
0.0,1.0,0.0
0.248,0.644,0.109
0.248,0.644,0.109
0.248,0.644,0.109
0.248,0.644,0.109
0.0,0.852,0.148
0.115,0.885,0.0
0.229,0.771,0.0
0.229,0.771,0.0
0.229,0.771,0.0
0.229,0.771,0.0
0.234,0.719,0.047
0.234,0.719,0.047
0.234,0.719,0.047
0.234,0.719,0.047
0.0,1.0,0.0
0.115,0.885,0.0
0.0,1.0,0.0
0.228,0.772,0.0
0.0,0.915,0.085
0.0,0.915,0.085
0.0,1.0,0.0
0.0,0.604,0.396
0.0,0.781,0.219
0.135,0.766,0.099
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.672,0.328
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.644,0.356
0.0,1.0,0.0
0.064,0.537,0.399
0.119,0.629,0.251
0.226,0.774,0.0
0.0,0.833,0.167
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.716,0.284
0.0,1.0,0.0
0.252,0.748,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.118,0.725,0.156
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.778,0.222
0.0,0.849,0.151
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.858,0.142
0.0,1.0,0.0
0.112,0.888,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.621,0.379
0.0,0.775,0.225
0.0,1.0,0.0
0.0,0.824,0.176
0.0,1.0,0.0
0.0,1.0,0.0
0.121,0.699,0.18
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.824,0.176
0.0,1.0,0.0
0.09,0.597,0.313
0.115,0.885,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.824,0.176
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.066,0.934,0.0
0.194,0.806,0.0
0.128,0.698,0.174
0.0,0.903,0.097
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.824,0.176
0.0,0.824,0.176
0.0,1.0,0.0
0.0,0.8,0.2
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.903,0.097
0.128,0.698,0.174
0.0,1.0,0.0
0.194,0.806,0.0
0.066,0.934,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.775,0.225
0.0,1.0,0.0
0.158,0.758,0.085
0.058,0.942,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.907,0.093
0.0,1.0,0.0
0.0,0.775,0.225
0.0,0.823,0.177
0.0,1.0,0.0
0.0,1.0,0.0
0.203,0.678,0.119
0.123,0.778,0.099
0.0,0.885,0.115
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.846,0.154
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.076,0.834,0.09
0.076,0.834,0.09
0.0,1.0,0.0
0.0,1.0,0.0
0.353,0.647,0.0
0.095,0.813,0.092
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.846,0.154
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.128,0.872,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.823,0.177
0.0,1.0,0.0
0.0,0.823,0.177
0.0,0.823,0.177
0.0,1.0,0.0
0.0,0.8,0.2
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.246,0.563,0.19
0.0,1.0,0.0
0.0,0.852,0.148
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.115,0.885,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.836,0.164
0.12,0.811,0.069
0.076,0.834,0.09
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.068,0.826,0.105
0.068,0.826,0.105
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.905,0.095
0.124,0.876,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.898,0.102
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.115,0.885,0.0
0.0,1.0,0.0
0.0,0.7,0.3
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.7,0.3
0.0,0.75,0.25
0.064,0.936,0.0
0.218,0.782,0.0
0.0,1.0,0.0
0.0,0.897,0.103
0.0,0.781,0.219
0.0,0.534,0.466
0.0,1.0,0.0
0.115,0.885,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.897,0.103
0.0,0.875,0.125
0.073,0.575,0.352
0.0,1.0,0.0
0.176,0.824,0.0
0.0,1.0,0.0
0.0,0.897,0.103
0.0,0.875,0.125
0.0,1.0,0.0
0.0,0.781,0.219
0.0,1.0,0.0
0.08,0.686,0.234
0.0,1.0,0.0
0.0,0.875,0.125
0.103,0.897,0.0
0.0,1.0,0.0
0.072,0.826,0.102
0.0,0.887,0.113
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.057,0.76,0.183
0.234,0.766,0.0
0.0,1.0,0.0
0.234,0.766,0.0
0.159,0.841,0.0
0.159,0.841,0.0
0.159,0.841,0.0
0.057,0.76,0.183
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.887,0.113
0.072,0.826,0.102
0.0,1.0,0.0
0.062,0.904,0.034
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.067,0.933,0.0
0.0,0.889,0.111
0.0,0.706,0.294
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.897,0.103
0.0,1.0,0.0
0.0,1.0,0.0
0.098,0.779,0.123
0.0,1.0,0.0
0.0,1.0,0.0
0.232,0.726,0.042
0.0,1.0,0.0
0.0,0.875,0.125
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.087,0.913,0.0
0.0,0.875,0.125
0.0,0.875,0.125
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.827,0.173
0.0,1.0,0.0
0.197,0.803,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.787,0.213
0.0,1.0,0.0
0.0,0.706,0.294
0.068,0.932,0.0
0.068,0.932,0.0
0.444,0.556,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.673,0.327,0.0
0.0,0.706,0.294
0.0,0.894,0.106
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.84,0.16
0.0,0.827,0.173
0.0,0.84,0.16
0.0,0.827,0.173
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.875,0.125
0.0,1.0,0.0
0.0,0.875,0.125
0.0,1.0,0.0
0.119,0.629,0.251
0.0,0.875,0.125
0.0,0.875,0.125
0.0,0.875,0.125
0.0,1.0,0.0
0.0,0.875,0.125
0.0,0.875,0.125
0.0,0.875,0.125
0.0,1.0,0.0
0.0,0.875,0.125
0.0,0.875,0.125
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.952,0.048
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.615,0.385
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.706,0.294
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.615,0.385
0.0,1.0,0.0
0.0,0.706,0.294
0.0,0.706,0.294
0.0,0.706,0.294
0.098,0.902,0.0
0.059,0.941,0.0
0.172,0.446,0.382
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.059,0.941,0.0
0.0,0.887,0.113
0.0,1.0,0.0
0.0,0.912,0.088
0.0,1.0,0.0
0.0,0.846,0.154
0.0,1.0,0.0
0.053,0.947,0.0
0.084,0.916,0.0
0.0,1.0,0.0
0.0,0.846,0.154
0.0,1.0,0.0
0.0,0.912,0.088
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.887,0.113
0.064,0.936,0.0
0.059,0.941,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.064,0.936,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.903,0.097
0.082,0.875,0.044
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.846,0.154
0.0,0.938,0.062
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.084,0.916,0.0
0.0,1.0,0.0
0.0,0.863,0.137
0.0,0.897,0.103
0.0,1.0,0.0
0.0,0.852,0.148
0.0,0.875,0.125
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.068,0.932,0.0
0.068,0.932,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.124,0.876,0.0
0.124,0.876,0.0
0.0,0.846,0.154
0.0,1.0,0.0
0.053,0.947,0.0
0.098,0.655,0.247
0.0,1.0,0.0
0.0,0.846,0.154
0.0,1.0,0.0
0.0,0.846,0.154
0.0,0.846,0.154
0.114,0.569,0.317
0.0,1.0,0.0
0.085,0.915,0.0
0.0,0.846,0.154
0.039,0.895,0.066
0.0,0.893,0.107
0.158,0.788,0.055
0.0,1.0,0.0
0.158,0.788,0.055
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.723,0.277
0.131,0.635,0.234
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.846,0.154
0.0,1.0,0.0
0.0,0.846,0.154
0.057,0.845,0.098
0.0,0.828,0.172
0.0,1.0,0.0
0.0,0.846,0.154
0.0,0.828,0.172
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.846,0.154
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.846,0.154
0.134,0.866,0.0
0.0,0.846,0.154
0.0,1.0,0.0
0.0,0.839,0.161
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.846,0.154
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.706,0.294
0.0,0.846,0.154
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.121,0.758,0.121
0.0,1.0,0.0
0.33,0.451,0.219
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.846,0.154
0.0,1.0,0.0
0.0,0.846,0.154
0.0,1.0,0.0
0.0,0.846,0.154
0.0,0.846,0.154
0.265,0.735,0.0
0.091,0.909,0.0
0.0,1.0,0.0
0.0,0.846,0.154
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.842,0.158
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.272,0.728,0.0
0.0,0.836,0.164
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.605,0.395
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.796,0.204
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.115,0.885,0.0
0.123,0.778,0.099
0.0,0.885,0.115
0.115,0.885,0.0
0.115,0.885,0.0
0.115,0.885,0.0
0.115,0.885,0.0
0.115,0.885,0.0
0.115,0.885,0.0
0.115,0.885,0.0
0.13,0.87,0.0
0.115,0.885,0.0
0.115,0.885,0.0
0.115,0.885,0.0
0.115,0.885,0.0
0.115,0.885,0.0
0.115,0.885,0.0
0.349,0.651,0.0
0.07,0.862,0.068
0.115,0.885,0.0
0.115,0.885,0.0
0.115,0.885,0.0
0.247,0.685,0.068
0.189,0.811,0.0
0.189,0.811,0.0
0.257,0.743,0.0
0.074,0.799,0.127
0.199,0.801,0.0
0.216,0.784,0.0
0.119,0.881,0.0
0.2,0.692,0.108
0.2,0.692,0.108
0.106,0.894,0.0
0.1,0.9,0.0
0.1,0.9,0.0
0.18,0.82,0.0
0.188,0.697,0.115
0.327,0.673,0.0
0.112,0.888,0.0
0.116,0.884,0.0
0.119,0.881,0.0
0.119,0.881,0.0
0.116,0.884,0.0
0.112,0.888,0.0
0.114,0.845,0.041
0.205,0.684,0.111
0.13,0.87,0.0
0.0,1.0,0.0
0.118,0.882,0.0
0.0,0.891,0.109
0.126,0.874,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.188,0.812,0.0
0.253,0.747,0.0
0.304,0.696,0.0
0.126,0.874,0.0
0.122,0.878,0.0
0.181,0.592,0.227
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.888,0.112
0.122,0.878,0.0
0.29,0.668,0.042
0.0,1.0,0.0
0.0,1.0,0.0
0.107,0.893,0.0
0.065,0.62,0.314
0.349,0.59,0.062
0.0,1.0,0.0
0.114,0.886,0.0
0.065,0.62,0.314
0.065,0.62,0.314
0.0,1.0,0.0
0.0,1.0,0.0
0.065,0.62,0.314
0.137,0.863,0.0
0.116,0.884,0.0
0.122,0.878,0.0
0.11,0.89,0.0
0.115,0.885,0.0
0.052,0.845,0.104
0.253,0.747,0.0
0.304,0.696,0.0
0.081,0.87,0.05
0.0,1.0,0.0
0.0,0.473,0.527
0.09,0.855,0.055
0.108,0.892,0.0
0.358,0.642,0.0
0.0,0.473,0.527
0.123,0.778,0.099
0.0,0.885,0.115
0.161,0.658,0.181
0.078,0.922,0.0
0.0,0.91,0.09
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.093,0.907,0.0
0.066,0.911,0.023
0.115,0.885,0.0
0.11,0.89,0.0
0.0,0.91,0.09
0.092,0.861,0.047
0.253,0.747,0.0
0.304,0.696,0.0
0.091,0.909,0.0
0.0,0.752,0.248
0.11,0.89,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.088,0.912,0.0
0.088,0.912,0.0
0.115,0.885,0.0
0.122,0.878,0.0
0.128,0.819,0.053
0.091,0.909,0.0
0.118,0.882,0.0
0.153,0.847,0.0
0.114,0.886,0.0
0.253,0.747,0.0
0.304,0.696,0.0
0.115,0.885,0.0
0.0,1.0,0.0
0.215,0.785,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.11,0.89,0.0
0.228,0.772,0.0
0.0,1.0,0.0
0.112,0.841,0.047
0.0,1.0,0.0
0.122,0.878,0.0
0.114,0.886,0.0
0.122,0.878,0.0
0.27,0.73,0.0
0.0,1.0,0.0
0.098,0.902,0.0
0.253,0.747,0.0
